code,up_catholic,up_protestant,up_none_other,lapsed_catholic,lapsed_protestant,now_presbyterian,now_church_of_ireland,now_methodist,now_remaining_other_christian,sdz_unspecified_protestant,sdz_conservative_pool,sdz_free_presbyterian,grade_AB,grade_C1,grade_C2,grade_DE,id_british,id_irish,id_northern_irish,id_british_and_irish,id_british_and_northern_irish,id_irish_and_northern_irish,id_british_irish_and_northern_irish,id_other
N20002362,0.310502,0.512938,0.176560,0.034588,0.072389,0.150915,0.193598,0.033537,0.045455,0.010732,0.005366,0.000947,0.080247,0.296296,0.300412,0.323045,0.482496,0.065449,0.214612,0.001522,0.065449,0.003044,0.022831,0.144597
N20002363,0.297665,0.544747,0.157588,0.025116,0.054551,0.152941,0.241176,0.023529,0.052763,0.012458,0.006229,0.001099,0.085919,0.300716,0.233890,0.379475,0.458090,0.089669,0.191033,0.011696,0.072125,0.005848,0.009747,0.161793
N20002364,0.421610,0.402542,0.175847,0.026311,0.077756,0.094017,0.136752,0.008547,0.061974,0.015664,0.004767,0.003065,0.089947,0.275132,0.174603,0.460317,0.383795,0.172708,0.217484,0.019190,0.093817,0.004264,0.008529,0.100213
N20002365,0.194631,0.567114,0.238255,0.026846,0.093960,0.231544,0.147651,0.010067,0.045053,0.029906,0.006214,0.002719,0.007491,0.262172,0.202247,0.528090,0.513423,0.046980,0.221477,0.013423,0.087248,0.000000,0.000000,0.117450
N20002366,0.220408,0.597959,0.181633,0.043579,0.083732,0.158537,0.252033,0.024390,0.057784,0.014817,0.004075,0.002593,0.090226,0.398496,0.185464,0.325815,0.461224,0.081633,0.175510,0.002041,0.124490,0.008163,0.008163,0.138776
N20002367,0.381057,0.449339,0.169604,0.022816,0.082306,0.136264,0.142857,0.021978,0.047809,0.012084,0.003678,0.002364,0.079235,0.267760,0.292350,0.360656,0.490110,0.096703,0.217582,0.015385,0.076923,0.006593,0.013187,0.083516
N20002368,0.162109,0.617188,0.220703,0.033954,0.120100,0.161165,0.223301,0.042718,0.037540,0.024919,0.005178,0.002265,0.051111,0.175556,0.242222,0.531111,0.534247,0.052838,0.144814,0.003914,0.129159,0.005871,0.011742,0.117417
N20002369,0.269953,0.629108,0.100939,0.052972,0.070146,0.150943,0.216981,0.061321,0.094058,0.023773,0.007235,0.004651,0.147059,0.307190,0.290850,0.254902,0.472941,0.096471,0.162353,0.000000,0.150588,0.009412,0.009412,0.098824
N20002370,0.073222,0.656904,0.269874,0.018714,0.101348,0.201258,0.222222,0.048218,0.045035,0.029894,0.006212,0.002718,0.043584,0.176755,0.239709,0.539952,0.620545,0.008386,0.155136,0.000000,0.109015,0.004193,0.012579,0.090147
N20002371,0.100228,0.633257,0.266515,0.013864,0.083257,0.234091,0.190909,0.006818,0.063468,0.042130,0.008754,0.003830,0.043956,0.241758,0.148352,0.565934,0.522727,0.027273,0.186364,0.002273,0.136364,0.004545,0.013636,0.106818
N20002372,0.271014,0.618841,0.110145,0.040580,0.102899,0.165217,0.200000,0.028986,0.088744,0.022755,0.006258,0.003982,0.293233,0.426065,0.172932,0.107769,0.472464,0.097101,0.237681,0.008696,0.092754,0.024638,0.023188,0.043478
N20002373,0.281831,0.545064,0.173104,0.026117,0.072207,0.140000,0.200000,0.047143,0.062483,0.016021,0.004406,0.002804,0.075812,0.252708,0.194946,0.476534,0.477208,0.122507,0.183761,0.009972,0.075499,0.011396,0.012821,0.106838
N20002374,0.110000,0.676000,0.214000,0.024000,0.112000,0.258000,0.208000,0.028000,0.037593,0.024954,0.005185,0.002269,0.030303,0.214452,0.156177,0.599068,0.547284,0.038229,0.203219,0.000000,0.094567,0.008048,0.006036,0.102616
N20002375,0.090244,0.600000,0.309756,0.014449,0.076773,0.220049,0.212714,0.022005,0.036765,0.024405,0.005071,0.002219,0.035230,0.208672,0.186992,0.569106,0.579075,0.012165,0.206813,0.000000,0.121655,0.002433,0.000000,0.077859
N20002376,0.185841,0.597345,0.216814,0.027250,0.081927,0.224670,0.176211,0.052863,0.034361,0.012775,0.007048,0.007489,0.155689,0.119760,0.191617,0.532934,0.460177,0.163717,0.216814,0.008850,0.075221,0.004425,0.013274,0.057522
N20002377,0.665192,0.225664,0.109145,0.064897,0.051622,0.050147,0.066372,0.013274,0.025959,0.012979,0.003540,0.001770,0.298217,0.351702,0.217180,0.132901,0.147493,0.517699,0.169617,0.004425,0.060472,0.010324,0.007375,0.082596
N20002378,0.610801,0.324022,0.065177,0.042028,0.056364,0.117100,0.091078,0.027881,0.027046,0.001339,0.002678,0.000536,0.491329,0.260116,0.150289,0.098266,0.236499,0.432030,0.197393,0.011173,0.042831,0.027933,0.016760,0.035382
N20002379,0.104636,0.747020,0.148344,0.026490,0.113907,0.219868,0.194702,0.095364,0.068628,0.025516,0.014078,0.014957,0.100559,0.270019,0.238361,0.391061,0.612732,0.042440,0.145889,0.001326,0.095491,0.006631,0.010610,0.084881
N20002380,0.051887,0.719340,0.228774,0.016257,0.094637,0.237530,0.230404,0.073634,0.046730,0.019561,0.011411,0.005434,0.065672,0.286567,0.286567,0.361194,0.609929,0.030733,0.186761,0.002364,0.104019,0.000000,0.004728,0.061466
N20002381,0.431373,0.427015,0.141612,0.026144,0.065359,0.095861,0.217865,0.021786,0.015338,0.007669,0.002092,0.001046,0.196126,0.278450,0.234867,0.290557,0.281046,0.281046,0.267974,0.010893,0.102397,0.008715,0.010893,0.037037
N20002382,0.063963,0.711388,0.224649,0.023210,0.098536,0.199060,0.217868,0.076803,0.066958,0.028029,0.016350,0.007786,0.065401,0.329114,0.255274,0.350211,0.537500,0.029687,0.178125,0.001563,0.129688,0.020313,0.014063,0.089063
N20002383,0.347188,0.466993,0.185819,0.081832,0.068958,0.144963,0.125307,0.046683,0.045174,0.016795,0.009266,0.009846,0.167235,0.279863,0.160410,0.392491,0.348039,0.227941,0.196078,0.012255,0.058824,0.017157,0.009804,0.129902
N20002384,0.168357,0.600406,0.231237,0.026943,0.093335,0.165657,0.258586,0.016162,0.039111,0.019556,0.005333,0.002667,0.054893,0.198091,0.346062,0.400955,0.488889,0.058586,0.262626,0.000000,0.125253,0.008081,0.010101,0.046465
N20002385,0.720065,0.197411,0.082524,0.076052,0.053398,0.045307,0.061489,0.004854,0.027700,0.001371,0.002743,0.000549,0.519038,0.336673,0.092184,0.052104,0.146104,0.563312,0.191558,0.006494,0.029221,0.029221,0.011364,0.022727
N20002386,0.076682,0.699531,0.223787,0.017214,0.122066,0.241002,0.170579,0.043818,0.068612,0.028721,0.016754,0.007978,0.143836,0.321918,0.260274,0.273973,0.496088,0.045383,0.175274,0.001565,0.159624,0.009390,0.021909,0.090767
N20002387,0.358852,0.435407,0.205742,0.063796,0.092504,0.095694,0.110048,0.041467,0.053789,0.022516,0.013134,0.006254,0.233628,0.364602,0.141593,0.260177,0.342357,0.229299,0.165605,0.003185,0.101911,0.028662,0.012739,0.116242
N20002388,0.065517,0.701724,0.232759,0.010440,0.076939,0.278830,0.163511,0.084337,0.055145,0.023084,0.013466,0.006412,0.031068,0.293204,0.139806,0.535922,0.561102,0.022375,0.189329,0.003442,0.146299,0.012048,0.006885,0.058520
N20002389,0.637168,0.246018,0.116814,0.053394,0.048487,0.047619,0.061728,0.019400,0.058874,0.002915,0.005829,0.001166,0.428571,0.377820,0.129699,0.063910,0.138053,0.435398,0.235398,0.005310,0.030088,0.037168,0.030088,0.088496
N20002390,0.517007,0.438776,0.044218,0.044218,0.062925,0.136054,0.124150,0.042517,0.055112,0.000000,0.018017,0.000000,0.334906,0.339623,0.224057,0.101415,0.325976,0.358234,0.212224,0.001698,0.057725,0.020374,0.006791,0.016978
N20002391,0.492248,0.410853,0.096899,0.027132,0.062016,0.120155,0.174419,0.031008,0.017526,0.000000,0.005730,0.000000,0.197115,0.442308,0.278846,0.081731,0.325581,0.325581,0.209302,0.000000,0.089147,0.003876,0.015504,0.031008
N20002392,0.644156,0.287013,0.068831,0.050692,0.064791,0.081046,0.100654,0.022222,0.013792,0.000000,0.004509,0.000000,0.548621,0.364296,0.074020,0.013062,0.151751,0.461738,0.237354,0.006485,0.051881,0.035019,0.019455,0.036316
N20002393,0.337413,0.545455,0.117133,0.040210,0.117133,0.188811,0.129371,0.045455,0.049818,0.008086,0.005738,0.001043,0.284038,0.453052,0.171362,0.091549,0.409807,0.215412,0.199650,0.021016,0.084063,0.007005,0.019264,0.043783
N20002394,0.160600,0.657388,0.182013,0.021413,0.085653,0.248394,0.222698,0.025696,0.057721,0.009368,0.006648,0.001209,0.112861,0.275591,0.228346,0.383202,0.510684,0.068376,0.220085,0.000000,0.115385,0.014957,0.014957,0.055556
N20002395,0.702020,0.212121,0.085859,0.047980,0.063131,0.078283,0.053030,0.002525,0.011419,0.000000,0.003733,0.000000,0.393140,0.432718,0.116095,0.058047,0.106061,0.535354,0.189394,0.012626,0.063131,0.040404,0.015152,0.037879
N20002396,0.322857,0.557143,0.120000,0.054286,0.088571,0.157143,0.154286,0.037143,0.092419,0.015000,0.010645,0.001935,0.289916,0.369748,0.201681,0.138655,0.414286,0.202857,0.214286,0.008571,0.097143,0.020000,0.011429,0.031429
N20002397,0.304622,0.525210,0.170168,0.063532,0.114309,0.167715,0.163522,0.035639,0.033906,0.005503,0.003905,0.000710,0.344311,0.374251,0.131737,0.149701,0.344538,0.241597,0.193277,0.008403,0.073529,0.029412,0.054622,0.054622
N20002398,0.402198,0.386813,0.210989,0.029129,0.073347,0.116998,0.108168,0.044150,0.034003,0.005519,0.003917,0.000712,0.160757,0.335697,0.153664,0.349882,0.335541,0.205298,0.280353,0.008830,0.094923,0.013245,0.013245,0.048565
N20002399,0.398868,0.497878,0.103253,0.030224,0.078387,0.152542,0.158192,0.040960,0.059778,0.003280,0.003463,0.001276,0.474286,0.363810,0.106667,0.055238,0.338549,0.240398,0.192034,0.018492,0.103841,0.028450,0.032717,0.045519
N20002400,0.246711,0.608553,0.144737,0.032895,0.085526,0.180921,0.157895,0.052632,0.101337,0.016447,0.011672,0.002122,0.270115,0.442529,0.252874,0.034483,0.523026,0.111842,0.213816,0.019737,0.085526,0.003289,0.013158,0.029605
N20002401,0.279302,0.588529,0.132170,0.019401,0.095954,0.210396,0.138614,0.012376,0.104698,0.006938,0.015137,0.004415,0.491909,0.262136,0.152104,0.093851,0.353234,0.189055,0.216418,0.007463,0.124378,0.017413,0.047264,0.044776
N20002402,0.288835,0.478155,0.233010,0.032176,0.078640,0.130751,0.128329,0.012107,0.098834,0.016041,0.011384,0.002070,0.082019,0.422713,0.337539,0.157729,0.508475,0.116223,0.142857,0.002421,0.082324,0.016949,0.012107,0.118644
N20002403,0.220844,0.625310,0.153846,0.057072,0.153846,0.138958,0.196030,0.032258,0.089204,0.004416,0.008832,0.001766,0.273585,0.364780,0.204403,0.157233,0.354115,0.184539,0.276808,0.017456,0.077307,0.014963,0.027431,0.047382
N20002404,0.177033,0.472727,0.350239,0.022010,0.111005,0.070813,0.100478,0.037321,0.135000,0.007409,0.007820,0.002881,0.450902,0.290581,0.186373,0.072144,0.533014,0.068900,0.088995,0.010526,0.085167,0.005742,0.028708,0.178947
N20002405,0.268482,0.509728,0.221790,0.031128,0.071984,0.212062,0.089494,0.027237,0.086950,0.005762,0.012571,0.003667,0.242347,0.336735,0.275510,0.145408,0.410156,0.140625,0.207031,0.011719,0.101562,0.011719,0.015625,0.101562
N20002406,0.400709,0.496454,0.102837,0.039007,0.097518,0.171986,0.147163,0.035461,0.035376,0.002344,0.005115,0.001492,0.560241,0.349398,0.051205,0.039157,0.286988,0.237077,0.194296,0.016043,0.142602,0.030303,0.040998,0.051693
N20002407,0.119522,0.669323,0.211155,0.023904,0.119522,0.123506,0.231076,0.051793,0.106483,0.025353,0.011590,0.000000,0.115578,0.376884,0.256281,0.251256,0.516000,0.052000,0.180000,0.000000,0.140000,0.000000,0.000000,0.112000
N20002408,0.256637,0.623009,0.120354,0.034022,0.092974,0.204947,0.201413,0.045936,0.068544,0.003762,0.003971,0.001463,0.278061,0.408163,0.244898,0.068878,0.466312,0.131206,0.202128,0.007092,0.111702,0.019504,0.019504,0.042553
N20002409,0.155340,0.640777,0.203883,0.014904,0.098404,0.276029,0.140436,0.065375,0.044941,0.010700,0.004892,0.000000,0.076023,0.230994,0.195906,0.497076,0.474576,0.084746,0.230024,0.002421,0.111380,0.024213,0.009685,0.062954
N20002410,0.201005,0.633166,0.165829,0.033916,0.096457,0.248101,0.151899,0.025316,0.088900,0.005891,0.012853,0.003749,0.371648,0.348659,0.176245,0.103448,0.401515,0.075758,0.239899,0.020202,0.154040,0.017677,0.030303,0.060606
N20002411,0.267797,0.532203,0.200000,0.033395,0.083637,0.143339,0.141653,0.064081,0.073867,0.017587,0.008040,0.000000,0.211268,0.386318,0.142857,0.259557,0.352542,0.152542,0.237288,0.003390,0.130508,0.011864,0.022034,0.089831
N20002412,0.332632,0.490526,0.176842,0.028010,0.078762,0.189076,0.138655,0.010504,0.064832,0.003558,0.003756,0.001384,0.412698,0.256614,0.137566,0.193122,0.373418,0.185654,0.238397,0.000000,0.111814,0.010549,0.029536,0.050633
N20002413,0.231023,0.607261,0.161716,0.026403,0.115512,0.174917,0.155116,0.062706,0.079018,0.005236,0.011424,0.003332,0.556150,0.272727,0.032086,0.139037,0.342105,0.210526,0.233553,0.006579,0.095395,0.016447,0.023026,0.072368
N20002414,0.218045,0.552632,0.229323,0.037254,0.106304,0.169492,0.145009,0.056497,0.055926,0.013316,0.006087,0.000000,0.091518,0.377232,0.183036,0.348214,0.476460,0.080979,0.222222,0.009416,0.084746,0.013183,0.009416,0.103578
N20002415,0.205882,0.628959,0.165158,0.043782,0.099279,0.157534,0.230594,0.054795,0.064411,0.015336,0.007011,0.000000,0.064767,0.326425,0.209845,0.398964,0.450226,0.065611,0.221719,0.006787,0.128959,0.018100,0.004525,0.104072
N20002416,0.160194,0.662621,0.177184,0.018026,0.074670,0.214458,0.245783,0.036145,0.080736,0.004431,0.004677,0.001723,0.416667,0.341667,0.095833,0.145833,0.487864,0.065534,0.201456,0.002427,0.128641,0.004854,0.031553,0.077670
N20002417,0.180934,0.715953,0.103113,0.025292,0.093385,0.285992,0.212062,0.033074,0.080624,0.004425,0.004670,0.001721,0.635739,0.288660,0.037801,0.037801,0.466926,0.071984,0.202335,0.019455,0.132296,0.023346,0.050584,0.033074
N20002418,0.254717,0.537736,0.207547,0.036407,0.075295,0.136150,0.133803,0.072770,0.093989,0.017853,0.004726,0.003150,0.089674,0.326087,0.244565,0.339674,0.383529,0.080000,0.237647,0.007059,0.065882,0.011765,0.037647,0.176471
N20002419,0.304348,0.514493,0.181159,0.049868,0.095138,0.111111,0.111111,0.035842,0.126627,0.024052,0.006367,0.004244,0.218750,0.406250,0.223214,0.151786,0.302158,0.122302,0.241007,0.000000,0.079137,0.014388,0.014388,0.226619
N20002420,0.229474,0.587368,0.183158,0.035381,0.076820,0.111814,0.242616,0.075949,0.062940,0.011955,0.003165,0.002110,0.057534,0.309589,0.219178,0.413699,0.525316,0.080169,0.185654,0.002110,0.109705,0.004219,0.004219,0.088608
N20002421,0.282609,0.528986,0.188406,0.039855,0.101449,0.159420,0.152174,0.021739,0.073958,0.014048,0.003719,0.002479,0.156863,0.220588,0.151961,0.470588,0.406475,0.129496,0.205036,0.007194,0.075540,0.039568,0.014388,0.122302
N20002422,0.245353,0.579926,0.174721,0.048327,0.111524,0.159851,0.148699,0.048327,0.087556,0.016631,0.004402,0.002935,0.111111,0.333333,0.122807,0.432749,0.380597,0.126866,0.194030,0.007463,0.108209,0.003731,0.018657,0.160448
N20002423,0.243028,0.553785,0.203187,0.039841,0.065737,0.129482,0.262948,0.019920,0.059429,0.011288,0.002988,0.001992,0.044776,0.293532,0.194030,0.467662,0.518887,0.081511,0.174950,0.001988,0.067594,0.005964,0.021869,0.127237
N20002424,0.308271,0.567669,0.124060,0.049359,0.104255,0.176360,0.202627,0.031895,0.041808,0.007089,0.002000,0.001636,0.587302,0.301587,0.042328,0.068783,0.282486,0.158192,0.295669,0.013183,0.096045,0.043315,0.062147,0.048964
N20002425,0.249196,0.655949,0.094855,0.022508,0.075563,0.202572,0.221865,0.020900,0.107478,0.018225,0.005140,0.004206,0.545648,0.269639,0.110403,0.074310,0.363929,0.146538,0.231884,0.009662,0.117552,0.020934,0.049919,0.059581
N20002426,0.208696,0.667391,0.123913,0.023913,0.123913,0.258696,0.171739,0.041304,0.057093,0.009681,0.002731,0.002234,0.515493,0.357746,0.081690,0.045070,0.391304,0.141304,0.202174,0.021739,0.121739,0.019565,0.067391,0.034783
N20002427,0.249035,0.646718,0.104247,0.034749,0.083012,0.254826,0.158301,0.048263,0.081428,0.013807,0.003894,0.003186,0.366197,0.394366,0.154930,0.084507,0.360465,0.166667,0.195736,0.013566,0.191860,0.017442,0.040698,0.013566
N20002428,0.153846,0.739316,0.106838,0.021368,0.106838,0.252137,0.213675,0.047009,0.059462,0.040375,0.016884,0.002936,0.142045,0.278409,0.278409,0.301136,0.595745,0.046809,0.178723,0.004255,0.072340,0.017021,0.004255,0.080851
N20002429,0.052448,0.632867,0.314685,0.010490,0.152098,0.243007,0.148601,0.010490,0.039094,0.026546,0.011101,0.001931,0.040936,0.202729,0.208577,0.547758,0.550523,0.013937,0.172474,0.000000,0.141115,0.000000,0.017422,0.104530
N20002430,0.289044,0.573427,0.137529,0.037296,0.123543,0.251748,0.111888,0.011655,0.059364,0.010066,0.002839,0.002323,0.557864,0.272997,0.109792,0.059347,0.402326,0.162791,0.232558,0.009302,0.093023,0.011628,0.051163,0.037209
N20002431,0.086957,0.656751,0.256293,0.018619,0.112331,0.243736,0.164009,0.027335,0.054334,0.036894,0.015428,0.002683,0.010526,0.244737,0.200000,0.544737,0.544622,0.016018,0.157895,0.000000,0.141876,0.006865,0.006865,0.125858
N20002432,0.123967,0.638430,0.237603,0.020661,0.076446,0.264463,0.138430,0.072314,0.043122,0.029281,0.012245,0.002129,0.052786,0.249267,0.161290,0.536657,0.543388,0.041322,0.159091,0.008264,0.095041,0.010331,0.002066,0.140496
N20002433,0.198157,0.688940,0.112903,0.034184,0.072312,0.422633,0.110855,0.004619,0.062492,0.010596,0.002989,0.002445,0.536023,0.230548,0.187320,0.046110,0.436782,0.105747,0.183908,0.011494,0.154023,0.006897,0.055172,0.045977
N20002434,0.059925,0.808989,0.131086,0.037453,0.082397,0.438202,0.168539,0.026217,0.074518,0.012636,0.003564,0.002916,0.147783,0.369458,0.241379,0.241379,0.617978,0.018727,0.149813,0.003745,0.138577,0.026217,0.011236,0.033708
N20002435,0.192250,0.646796,0.160954,0.038289,0.111669,0.248132,0.131540,0.014948,0.115615,0.006638,0.010510,0.007745,0.457256,0.383698,0.089463,0.069583,0.376119,0.113433,0.265672,0.013433,0.122388,0.011940,0.037313,0.059701
N20002436,0.186667,0.722222,0.091111,0.035556,0.104444,0.273333,0.140000,0.042222,0.133482,0.007664,0.012135,0.008941,0.468750,0.360795,0.093750,0.076705,0.415556,0.106667,0.206667,0.002222,0.162222,0.013333,0.037778,0.055556
N20002437,0.227080,0.645980,0.126939,0.035801,0.094644,0.261603,0.144866,0.022504,0.100684,0.005781,0.009153,0.006744,0.555556,0.300166,0.099502,0.044776,0.405063,0.115331,0.198312,0.021097,0.154712,0.022504,0.033755,0.049226
N20002438,0.107143,0.806723,0.086134,0.018722,0.093038,0.330526,0.143158,0.046316,0.151074,0.018262,0.007747,0.016602,0.471642,0.265672,0.137313,0.125373,0.394130,0.081761,0.197065,0.004193,0.215933,0.018868,0.027254,0.060797
N20002439,0.186928,0.734641,0.078431,0.010458,0.100654,0.350327,0.113725,0.024837,0.113176,0.013681,0.005804,0.012437,0.373451,0.269027,0.279646,0.077876,0.477124,0.096732,0.211765,0.010458,0.129412,0.010458,0.039216,0.024837
N20002440,0.074534,0.836957,0.088509,0.009317,0.086957,0.360248,0.204969,0.024845,0.119401,0.008844,0.009213,0.022480,0.383648,0.266247,0.197065,0.153040,0.520186,0.043478,0.173913,0.004658,0.181677,0.010870,0.032609,0.032609
N20002441,0.145631,0.760518,0.093851,0.021036,0.095469,0.289644,0.237864,0.059871,0.057984,0.004295,0.004474,0.010917,0.441176,0.370588,0.133333,0.054902,0.449838,0.101942,0.210356,0.004854,0.152104,0.006472,0.048544,0.025890
N20002442,0.115174,0.760512,0.124314,0.023766,0.098720,0.343693,0.111517,0.034735,0.134040,0.016203,0.006874,0.014730,0.415313,0.327146,0.192575,0.064965,0.458867,0.085923,0.193784,0.007313,0.126143,0.012797,0.080439,0.034735
N20002443,0.089806,0.793689,0.116505,0.029126,0.126214,0.269417,0.262136,0.024272,0.083352,0.006174,0.006431,0.015693,0.579336,0.254613,0.118081,0.047970,0.444175,0.050971,0.242718,0.019417,0.111650,0.024272,0.065534,0.041262
N20002444,0.114583,0.796875,0.088542,0.029661,0.119232,0.383016,0.162912,0.005199,0.094450,0.006996,0.007288,0.017782,0.437500,0.323661,0.180804,0.058036,0.522569,0.076389,0.196181,0.008681,0.123264,0.010417,0.034722,0.027778
N20002445,0.126930,0.753002,0.120069,0.039150,0.111005,0.351119,0.175559,0.024096,0.071153,0.008601,0.003649,0.007819,0.432071,0.287305,0.227171,0.053452,0.537801,0.075601,0.199313,0.013746,0.099656,0.013746,0.032646,0.027491
N20002446,0.058043,0.850746,0.091211,0.013267,0.099502,0.356551,0.187396,0.043118,0.122567,0.009079,0.009457,0.023076,0.348889,0.395556,0.180000,0.075556,0.510000,0.030000,0.245000,0.005000,0.151667,0.015000,0.026667,0.016667
N20002447,0.094502,0.809278,0.096220,0.013746,0.091065,0.355670,0.173540,0.024055,0.123461,0.010497,0.015995,0.014995,0.388235,0.320000,0.190588,0.101176,0.522337,0.065292,0.166667,0.005155,0.154639,0.008591,0.032646,0.044674
N20002448,0.142268,0.727835,0.129897,0.026804,0.101031,0.278351,0.181443,0.032990,0.100052,0.007411,0.007720,0.018837,0.261658,0.365285,0.212435,0.160622,0.433265,0.084189,0.246407,0.002053,0.135524,0.016427,0.016427,0.065708
N20002449,0.065574,0.861566,0.072860,0.009004,0.104267,0.423358,0.153285,0.018248,0.121560,0.010335,0.015749,0.014764,0.385681,0.353349,0.212471,0.048499,0.509946,0.025316,0.188065,0.005425,0.182640,0.023508,0.036166,0.028933
N20002450,0.139098,0.750000,0.110902,0.030075,0.118421,0.332707,0.159774,0.022556,0.087229,0.007416,0.011301,0.010595,0.425629,0.400458,0.128146,0.045767,0.495310,0.076923,0.185741,0.007505,0.159475,0.020638,0.016886,0.037523
