code,up_catholic,up_protestant,up_none_other,lapsed_catholic,lapsed_protestant,now_presbyterian,now_church_of_ireland,now_methodist,now_remaining_other_christian,sdz_unspecified_protestant,sdz_conservative_pool,sdz_free_presbyterian,grade_AB,grade_C1,grade_C2,grade_DE,id_british,id_irish,id_northern_irish,id_british_and_irish,id_british_and_northern_irish,id_irish_and_northern_irish,id_british_irish_and_northern_irish,id_other
N20003525,0.109626,0.751337,0.139037,0.016043,0.152406,0.184492,0.179144,0.088235,0.105151,0.026669,0.011429,0.003810,0.382576,0.314394,0.200758,0.102273,0.580214,0.066845,0.131016,0.010695,0.136364,0.002674,0.024064,0.048128
N20003526,0.085333,0.698667,0.216000,0.018667,0.096000,0.322667,0.146667,0.040000,0.053094,0.027385,0.009501,0.003353,0.045614,0.224561,0.294737,0.435088,0.608000,0.005333,0.157333,0.002667,0.170667,0.005333,0.005333,0.045333
N20003527,0.091429,0.634286,0.274286,0.020000,0.137143,0.274286,0.122857,0.031429,0.039008,0.020120,0.006980,0.002464,0.044280,0.206642,0.191882,0.557196,0.584527,0.034384,0.186246,0.011461,0.126074,0.008596,0.014327,0.034384
N20003528,0.048485,0.840404,0.111111,0.004040,0.131313,0.383838,0.153535,0.054545,0.083781,0.021249,0.009107,0.003036,0.377892,0.473008,0.079692,0.069409,0.527273,0.022222,0.234343,0.008081,0.149495,0.008081,0.036364,0.014141
N20003529,0.163462,0.586538,0.250000,0.033303,0.132570,0.253968,0.117460,0.025397,0.027329,0.022360,0.005797,0.001656,0.049383,0.279835,0.325103,0.345679,0.442308,0.016026,0.189103,0.006410,0.128205,0.019231,0.019231,0.179487
N20003530,0.044321,0.792244,0.163435,0.013850,0.105263,0.349030,0.149584,0.041551,0.061910,0.068395,0.010023,0.006486,0.232836,0.432836,0.194030,0.140299,0.483425,0.033149,0.218232,0.000000,0.212707,0.002762,0.016575,0.033149
N20003531,0.093897,0.769953,0.136150,0.014271,0.083770,0.355972,0.189696,0.032787,0.045428,0.050187,0.007355,0.004759,0.007752,0.120155,0.255814,0.616279,0.612676,0.030516,0.183099,0.000000,0.117371,0.000000,0.000000,0.056338
N20003532,0.064982,0.675090,0.259928,0.012635,0.097473,0.321300,0.138989,0.023466,0.039581,0.043727,0.006408,0.004147,0.012500,0.204167,0.143750,0.639583,0.532491,0.039711,0.193141,0.000000,0.187726,0.000000,0.003610,0.043321
N20003533,0.047619,0.719780,0.232601,0.007326,0.097070,0.408425,0.076923,0.027473,0.046339,0.051194,0.007503,0.004855,0.033126,0.188406,0.182195,0.596273,0.617216,0.016484,0.157509,0.000000,0.152015,0.001832,0.009158,0.045788
N20003534,0.064073,0.631579,0.304348,0.008774,0.101625,0.336406,0.078341,0.027650,0.036922,0.040790,0.005978,0.003868,0.023438,0.226562,0.195312,0.554688,0.550691,0.023041,0.198157,0.000000,0.152074,0.000000,0.009217,0.066820
N20003535,0.072333,0.773960,0.153707,0.018083,0.133816,0.330922,0.155515,0.039783,0.084442,0.009099,0.010555,0.009827,0.329114,0.318987,0.227848,0.124051,0.493671,0.043400,0.233273,0.003617,0.162749,0.001808,0.023508,0.037975
N20003536,0.048227,0.744681,0.207092,0.011348,0.133333,0.275177,0.178723,0.035461,0.090418,0.009743,0.011302,0.010523,0.204698,0.362416,0.291946,0.140940,0.492221,0.018388,0.220651,0.001414,0.216407,0.004243,0.024045,0.022631
N20003537,0.157983,0.647059,0.194958,0.026670,0.152109,0.235690,0.181818,0.011785,0.057121,0.008535,0.000000,0.000000,0.643411,0.279070,0.046512,0.031008,0.405042,0.134454,0.184874,0.025210,0.127731,0.015126,0.038655,0.068908
N20003538,0.153322,0.654174,0.192504,0.042400,0.130283,0.197952,0.221843,0.030717,0.063840,0.009539,0.000000,0.000000,0.625592,0.279621,0.059242,0.035545,0.395230,0.093697,0.248722,0.020443,0.107325,0.017036,0.037479,0.080068
N20003539,0.252874,0.586207,0.160920,0.046570,0.113428,0.252149,0.134670,0.022923,0.052031,0.004669,0.005670,0.000667,0.487288,0.326271,0.139831,0.046610,0.304598,0.126437,0.330460,0.022989,0.091954,0.022989,0.022989,0.077586
N20003540,0.137363,0.664835,0.197802,0.035714,0.145604,0.250000,0.203297,0.016484,0.043022,0.006429,0.000000,0.000000,0.414286,0.423810,0.114286,0.047619,0.436813,0.085165,0.170330,0.038462,0.148352,0.019231,0.043956,0.057692
N20003541,0.086310,0.788690,0.125000,0.008465,0.141984,0.308383,0.173653,0.068862,0.090302,0.003304,0.002202,0.000000,0.523179,0.390728,0.086093,0.000000,0.494048,0.062500,0.178571,0.008929,0.122024,0.020833,0.062500,0.050595
N20003542,0.094563,0.780142,0.125296,0.030733,0.193853,0.278960,0.172577,0.049645,0.080215,0.002935,0.001956,0.000000,0.458678,0.338843,0.128099,0.074380,0.423168,0.035461,0.255319,0.023641,0.165485,0.011820,0.037825,0.047281
N20003543,0.104046,0.817919,0.078035,0.025558,0.137687,0.392442,0.156977,0.075581,0.052058,0.001905,0.001270,0.000000,0.328467,0.394161,0.175182,0.102190,0.481159,0.052174,0.202899,0.011594,0.165217,0.011594,0.034783,0.040580
N20003544,0.209632,0.645892,0.144476,0.037315,0.120469,0.279661,0.135593,0.028249,0.067617,0.006068,0.007369,0.000867,0.537594,0.289474,0.154135,0.018797,0.327684,0.124294,0.271186,0.005650,0.146893,0.011299,0.053672,0.059322
N20003545,0.189145,0.580592,0.230263,0.031509,0.138884,0.162562,0.154351,0.031199,0.077254,0.006933,0.008419,0.000990,0.693452,0.190476,0.083333,0.032738,0.390805,0.090312,0.175698,0.003284,0.118227,0.026273,0.014778,0.180624
N20003546,0.127358,0.679245,0.193396,0.025637,0.122125,0.308294,0.134585,0.028169,0.052287,0.020110,0.007240,0.006435,0.231969,0.307992,0.157895,0.302144,0.527387,0.056338,0.211268,0.004695,0.106416,0.015649,0.032864,0.045383
N20003547,0.158050,0.636632,0.205318,0.029921,0.131478,0.241532,0.160530,0.026510,0.046523,0.017893,0.006442,0.005726,0.542254,0.279343,0.098592,0.079812,0.422452,0.076809,0.234860,0.022157,0.106352,0.010340,0.057607,0.069424
N20003548,0.186012,0.627976,0.186012,0.029762,0.125000,0.197917,0.211310,0.028274,0.059385,0.003553,0.002538,0.000000,0.608696,0.252174,0.069565,0.069565,0.338782,0.108470,0.233284,0.019316,0.158990,0.020802,0.049034,0.071322
N20003549,0.266667,0.626984,0.106349,0.038819,0.100085,0.204114,0.223101,0.018987,0.073190,0.004379,0.003128,0.000000,0.646489,0.278450,0.043584,0.031477,0.354992,0.148970,0.221870,0.033281,0.115689,0.020602,0.049128,0.055468
N20003550,0.237148,0.621891,0.140962,0.045095,0.150036,0.167219,0.218543,0.024834,0.056546,0.002094,0.002618,0.000000,0.511392,0.301266,0.068354,0.118987,0.339967,0.142620,0.217247,0.018242,0.142620,0.006633,0.059701,0.072968
N20003551,0.246479,0.619718,0.133803,0.053006,0.118553,0.195804,0.167832,0.058275,0.071882,0.004301,0.003072,0.000000,0.438202,0.378277,0.112360,0.071161,0.302108,0.128806,0.283372,0.014052,0.126464,0.042155,0.035129,0.067916
N20003552,0.252976,0.550595,0.196429,0.048834,0.106808,0.168639,0.201183,0.014793,0.049384,0.007563,0.001780,0.000445,0.150000,0.281818,0.154545,0.413636,0.510448,0.131343,0.182090,0.008955,0.047761,0.023881,0.029851,0.065672
N20003553,0.315337,0.536196,0.148466,0.048425,0.117992,0.150062,0.163592,0.040590,0.059041,0.002187,0.002733,0.000000,0.514580,0.343053,0.097770,0.044597,0.298160,0.173006,0.271166,0.019632,0.131288,0.015951,0.042945,0.047853
N20003554,0.127394,0.703580,0.169026,0.024979,0.104080,0.286428,0.144879,0.044963,0.089804,0.015466,0.013969,0.003991,0.399452,0.387569,0.130713,0.082267,0.452123,0.042465,0.243963,0.009992,0.168193,0.005828,0.029142,0.048293
N20003555,0.211740,0.614256,0.174004,0.038462,0.132001,0.192067,0.200418,0.031315,0.053959,0.001998,0.002498,0.000000,0.557632,0.252336,0.052960,0.137072,0.279749,0.129436,0.275574,0.027140,0.133612,0.029228,0.035491,0.089770
N20003556,0.155925,0.621622,0.222453,0.033264,0.149688,0.197505,0.108108,0.037422,0.093934,0.016177,0.014612,0.004175,0.266667,0.427586,0.186207,0.119540,0.466805,0.033195,0.244813,0.000000,0.170124,0.024896,0.006224,0.053942
N20003557,0.114187,0.595156,0.290657,0.020761,0.114187,0.221453,0.103806,0.027682,0.093300,0.016068,0.014513,0.004147,0.231317,0.462633,0.227758,0.078292,0.448980,0.027211,0.221088,0.000000,0.170068,0.023810,0.034014,0.074830
N20003558,0.272040,0.493703,0.234257,0.055416,0.136020,0.156171,0.148615,0.012594,0.033636,0.005151,0.001212,0.000303,0.175719,0.268371,0.150160,0.405751,0.382872,0.113350,0.284635,0.010076,0.078086,0.040302,0.025189,0.065491
N20003559,0.296537,0.484848,0.218615,0.067595,0.139276,0.116631,0.127430,0.036717,0.061251,0.001519,0.001012,0.001012,0.551622,0.238938,0.120944,0.088496,0.335512,0.204793,0.233115,0.013072,0.063181,0.037037,0.028322,0.084967
N20003560,0.262467,0.574803,0.162730,0.034121,0.144357,0.173228,0.183727,0.041995,0.029774,0.000738,0.000492,0.000492,0.625000,0.290323,0.084677,0.000000,0.377953,0.149606,0.254593,0.020997,0.104987,0.015748,0.026247,0.049869
N20003561,0.350000,0.402083,0.247917,0.079730,0.096470,0.099792,0.118503,0.041580,0.038172,0.005846,0.001376,0.000344,0.292978,0.372881,0.198547,0.135593,0.270833,0.164583,0.243750,0.012500,0.085417,0.033333,0.035417,0.154167
N20003562,0.095238,0.768519,0.136243,0.015873,0.123016,0.342593,0.129630,0.030423,0.099512,0.016484,0.025031,0.001832,0.508580,0.357254,0.098284,0.035881,0.537037,0.021164,0.182540,0.001323,0.198413,0.011905,0.018519,0.029101
N20003563,0.279461,0.562290,0.158249,0.070002,0.096073,0.195946,0.138514,0.050676,0.067669,0.010364,0.002439,0.000610,0.276119,0.320896,0.149254,0.253731,0.484536,0.099656,0.216495,0.010309,0.065292,0.030928,0.006873,0.085911
N20003564,0.267717,0.451444,0.280840,0.040804,0.118990,0.129288,0.116095,0.021108,0.055052,0.008431,0.001984,0.000496,0.302251,0.318328,0.273312,0.106109,0.268421,0.184211,0.302632,0.018421,0.073684,0.023684,0.034211,0.094737
N20003565,0.290094,0.568396,0.141509,0.049528,0.099057,0.188679,0.143868,0.054245,0.078033,0.001935,0.001290,0.001290,0.619497,0.264151,0.066038,0.050314,0.328638,0.138498,0.213615,0.011737,0.117371,0.021127,0.091549,0.077465
N20003566,0.290055,0.541436,0.168508,0.048297,0.145832,0.184066,0.118132,0.021978,0.059613,0.009130,0.002148,0.000537,0.579710,0.260870,0.072464,0.086957,0.311295,0.132231,0.190083,0.011019,0.090909,0.038567,0.082645,0.143251
N20003567,0.298182,0.572727,0.129091,0.043636,0.129091,0.187273,0.158182,0.041818,0.053281,0.001321,0.000881,0.000881,0.518892,0.329975,0.105793,0.045340,0.361818,0.120000,0.252727,0.003636,0.129091,0.021818,0.030909,0.080000
N20003568,0.071207,0.760062,0.168731,0.006192,0.106811,0.382353,0.114551,0.035604,0.084107,0.013932,0.021156,0.001548,0.274549,0.456914,0.158317,0.110220,0.502311,0.032357,0.169492,0.009245,0.204931,0.004622,0.029276,0.047766
N20003569,0.126966,0.738202,0.134831,0.021348,0.134831,0.325843,0.149438,0.037079,0.075120,0.006742,0.008186,0.000963,0.432836,0.268657,0.195688,0.102819,0.459035,0.074074,0.261504,0.014590,0.127946,0.006734,0.026936,0.029181
N20003570,0.257143,0.517857,0.225000,0.045673,0.102087,0.139785,0.211470,0.025090,0.030405,0.006348,0.001671,0.001002,0.114155,0.223744,0.205479,0.456621,0.460432,0.089928,0.158273,0.010791,0.179856,0.010791,0.014388,0.075540
N20003571,0.215447,0.605691,0.178862,0.052846,0.083333,0.152439,0.215447,0.032520,0.094047,0.019636,0.005167,0.003100,0.242131,0.205811,0.111380,0.440678,0.424797,0.067073,0.209350,0.012195,0.195122,0.008130,0.006098,0.077236
N20003572,0.041176,0.756863,0.201961,0.011822,0.116941,0.452055,0.070450,0.023483,0.065432,0.010838,0.016458,0.001204,0.137157,0.256858,0.256858,0.349127,0.563601,0.009785,0.172211,0.011742,0.156556,0.005871,0.021526,0.058708
N20003573,0.251894,0.513258,0.234848,0.026087,0.063542,0.195446,0.165085,0.022770,0.051217,0.010694,0.002814,0.001688,0.103448,0.293103,0.165948,0.437500,0.488593,0.051331,0.239544,0.003802,0.106464,0.017110,0.017110,0.076046
N20003574,0.269953,0.575117,0.154930,0.032864,0.115023,0.169014,0.225352,0.021127,0.034396,0.007182,0.001890,0.001134,0.166134,0.399361,0.159744,0.274760,0.400000,0.148235,0.270588,0.009412,0.091765,0.002353,0.035294,0.042353
N20003575,0.243455,0.609948,0.146597,0.036649,0.099476,0.164921,0.274869,0.018325,0.049493,0.001227,0.000818,0.000818,0.666667,0.298246,0.021053,0.014035,0.314961,0.152231,0.246719,0.013123,0.133858,0.005249,0.068241,0.065617
N20003576,0.161525,0.439201,0.399274,0.031090,0.107680,0.099638,0.081522,0.009058,0.108972,0.022752,0.005987,0.003592,0.260870,0.260870,0.343478,0.134783,0.481884,0.068841,0.144928,0.003623,0.067029,0.014493,0.010870,0.208333
N20003577,0.217822,0.556931,0.225248,0.032178,0.081683,0.237624,0.143564,0.012376,0.062993,0.013152,0.003461,0.002077,0.103896,0.331169,0.298701,0.266234,0.487624,0.084158,0.188119,0.009901,0.089109,0.032178,0.029703,0.079208
N20003578,0.149461,0.693374,0.157165,0.054076,0.150297,0.253846,0.164615,0.020000,0.090994,0.007083,0.006538,0.000000,0.624691,0.286420,0.034568,0.054321,0.422427,0.067588,0.198157,0.027650,0.119816,0.015361,0.087558,0.061444
N20003579,0.181269,0.640483,0.178248,0.024169,0.120846,0.274924,0.154079,0.018127,0.063066,0.004909,0.004532,0.000000,0.562500,0.254464,0.049107,0.133929,0.413897,0.081571,0.220544,0.006042,0.132931,0.006042,0.057402,0.081571
N20003580,0.232143,0.644841,0.123016,0.035324,0.139871,0.306163,0.115308,0.025845,0.050147,0.003904,0.003603,0.000000,0.460526,0.259868,0.200658,0.078947,0.448413,0.077381,0.246032,0.017857,0.128968,0.011905,0.031746,0.037698
N20003581,0.274510,0.556022,0.169468,0.040616,0.134454,0.235294,0.130252,0.016807,0.034109,0.002655,0.002451,0.000000,0.657795,0.245247,0.053232,0.043726,0.347339,0.130252,0.205882,0.019608,0.113445,0.026611,0.064426,0.092437
N20003582,0.178899,0.649083,0.172018,0.029474,0.090462,0.324138,0.135632,0.055172,0.034709,0.003900,0.003120,0.001950,0.292308,0.480769,0.150000,0.076923,0.434483,0.096552,0.232184,0.016092,0.112644,0.016092,0.032184,0.059770
N20003583,0.345000,0.492500,0.162500,0.049261,0.139117,0.137845,0.145363,0.025063,0.039239,0.003055,0.002820,0.000000,0.398496,0.364662,0.131579,0.105263,0.281407,0.175879,0.283920,0.012563,0.100503,0.020101,0.057789,0.067839
N20003584,0.322957,0.573930,0.103113,0.024712,0.082702,0.255361,0.138402,0.048733,0.042388,0.003300,0.003046,0.000000,0.462295,0.340984,0.134426,0.062295,0.372320,0.157895,0.249513,0.007797,0.116959,0.025341,0.031189,0.038986
N20003585,0.158014,0.744921,0.097065,0.036392,0.136813,0.351351,0.132883,0.036036,0.080087,0.002583,0.004306,0.000861,0.357977,0.408560,0.175097,0.058366,0.414414,0.083333,0.229730,0.009009,0.191441,0.000000,0.027027,0.045045
N20003586,0.334365,0.479876,0.185759,0.043344,0.128483,0.139319,0.125387,0.037152,0.039175,0.008418,0.001943,0.000000,0.308696,0.310870,0.195652,0.184783,0.333849,0.174652,0.256569,0.020093,0.097372,0.020093,0.030912,0.066461
N20003587,0.143577,0.664987,0.191436,0.032746,0.148615,0.277078,0.108312,0.065491,0.059713,0.001926,0.003210,0.000642,0.224900,0.393574,0.188755,0.192771,0.448101,0.055696,0.202532,0.007595,0.141772,0.017722,0.063291,0.063291
N20003588,0.134860,0.709924,0.155216,0.018109,0.151548,0.307107,0.111675,0.045685,0.085623,0.002762,0.004603,0.000921,0.278689,0.372951,0.163934,0.184426,0.385787,0.055838,0.192893,0.015228,0.220812,0.022843,0.040609,0.065990
N20003589,0.188139,0.650307,0.161554,0.031316,0.135032,0.244399,0.132383,0.067210,0.056645,0.006365,0.005092,0.003182,0.303922,0.388889,0.205882,0.101307,0.462168,0.071575,0.251534,0.018405,0.108384,0.012270,0.020450,0.055215
N20003590,0.263666,0.511254,0.225080,0.048922,0.123434,0.237179,0.057692,0.022436,0.055765,0.011983,0.002765,0.000000,0.250000,0.397887,0.179577,0.172535,0.334405,0.057878,0.273312,0.003215,0.099678,0.012862,0.038585,0.180064
N20003591,0.152091,0.752852,0.095057,0.022320,0.077279,0.332061,0.221374,0.064885,0.039361,0.010735,0.005169,0.001988,0.491620,0.396648,0.005587,0.106145,0.460076,0.087452,0.254753,0.000000,0.125475,0.030418,0.022814,0.019011
N20003592,0.165888,0.528037,0.306075,0.028037,0.161215,0.186916,0.070093,0.014019,0.071267,0.014809,0.007404,0.002314,0.115903,0.345013,0.239892,0.299191,0.382629,0.046948,0.272300,0.002347,0.138498,0.000000,0.016432,0.140845
N20003593,0.180272,0.653061,0.166667,0.061628,0.083570,0.301695,0.098305,0.040678,0.101872,0.021890,0.005052,0.000000,0.073684,0.347368,0.173684,0.405263,0.496622,0.040541,0.222973,0.000000,0.070946,0.000000,0.020270,0.148649
N20003594,0.124521,0.685824,0.189655,0.026820,0.130268,0.306513,0.122605,0.061303,0.044780,0.012213,0.005880,0.002262,0.296875,0.411458,0.156250,0.135417,0.509579,0.034483,0.210728,0.007663,0.166667,0.003831,0.019157,0.047893
N20003595,0.151899,0.692586,0.155515,0.027574,0.134027,0.286486,0.165766,0.043243,0.050113,0.005631,0.004505,0.002815,0.338843,0.415978,0.126722,0.118457,0.493694,0.061261,0.165766,0.010811,0.174775,0.009009,0.032432,0.052252
N20003596,0.136891,0.614849,0.248260,0.041984,0.200497,0.187500,0.099537,0.025463,0.075774,0.015745,0.007873,0.002460,0.188732,0.349296,0.194366,0.267606,0.465278,0.057870,0.236111,0.002315,0.134259,0.013889,0.018519,0.071759
N20003597,0.204268,0.545732,0.250000,0.035557,0.104014,0.263804,0.058282,0.018405,0.080055,0.017202,0.003970,0.000000,0.280822,0.393836,0.167808,0.157534,0.338415,0.076220,0.201220,0.003049,0.182927,0.000000,0.033537,0.164634
N20003598,0.122449,0.746356,0.131195,0.026519,0.101007,0.389535,0.133721,0.055233,0.053130,0.005970,0.004776,0.002985,0.225532,0.489362,0.140426,0.144681,0.516035,0.034985,0.192420,0.014577,0.157434,0.011662,0.014577,0.058309
N20003599,0.191033,0.514620,0.294347,0.036736,0.122042,0.187500,0.109375,0.023438,0.053763,0.011171,0.005586,0.001746,0.074492,0.327314,0.216704,0.381490,0.410405,0.052023,0.238921,0.005780,0.140655,0.005780,0.030829,0.115607
N20003600,0.133495,0.740291,0.126214,0.024006,0.132019,0.340633,0.141119,0.068127,0.040146,0.010949,0.005272,0.002028,0.202532,0.522152,0.158228,0.117089,0.497573,0.060680,0.208738,0.004854,0.140777,0.016990,0.029126,0.041262
N20003601,0.166134,0.616613,0.217252,0.022364,0.111821,0.303514,0.086262,0.019169,0.061876,0.019816,0.013346,0.000809,0.080645,0.431452,0.282258,0.205645,0.476038,0.054313,0.175719,0.000000,0.156550,0.019169,0.041534,0.076677
N20003602,0.201856,0.624130,0.174014,0.021301,0.103297,0.291667,0.141204,0.023148,0.051259,0.011014,0.002542,0.000000,0.107492,0.452769,0.244300,0.195440,0.503480,0.053364,0.222738,0.004640,0.097448,0.000000,0.018561,0.099768
N20003603,0.143443,0.643443,0.213115,0.041193,0.134240,0.263804,0.106339,0.028630,0.071290,0.022831,0.015376,0.000932,0.118072,0.337349,0.250602,0.293976,0.553279,0.053279,0.155738,0.000000,0.139344,0.006148,0.016393,0.075820
N20003604,0.135048,0.755627,0.109325,0.038585,0.106109,0.302251,0.154341,0.118971,0.050844,0.013867,0.006676,0.002568,0.303030,0.398990,0.166667,0.131313,0.496795,0.038462,0.211538,0.003205,0.185897,0.006410,0.025641,0.032051
N20003605,0.142665,0.623149,0.234186,0.025414,0.119106,0.268194,0.082210,0.039084,0.085225,0.017709,0.008855,0.002767,0.164557,0.320072,0.220615,0.294756,0.454178,0.064690,0.238544,0.006739,0.142857,0.010782,0.021563,0.060647
N20003606,0.173228,0.681102,0.145669,0.029259,0.128573,0.299611,0.147860,0.035019,0.048152,0.013132,0.006323,0.002432,0.158192,0.389831,0.135593,0.316384,0.544747,0.035019,0.202335,0.003891,0.128405,0.019455,0.015564,0.050584
N20003607,0.042755,0.733967,0.223278,0.011876,0.125891,0.377672,0.152019,0.014252,0.030993,0.026083,0.006137,0.000921,0.030220,0.348901,0.173077,0.447802,0.684834,0.014218,0.151659,0.000000,0.101896,0.002370,0.023697,0.021327
N20003608,0.061475,0.655738,0.282787,0.028689,0.102459,0.401639,0.110656,0.012295,0.013864,0.011668,0.002745,0.000412,0.020513,0.256410,0.153846,0.569231,0.561475,0.012295,0.254098,0.000000,0.098361,0.012295,0.016393,0.045082
N20003609,0.022403,0.653768,0.323829,0.004148,0.106100,0.310345,0.119675,0.062880,0.026466,0.022274,0.005241,0.000786,0.006818,0.218182,0.152273,0.622727,0.674134,0.016293,0.179226,0.002037,0.081466,0.002037,0.010183,0.034623
N20003610,0.122047,0.531496,0.346457,0.019685,0.114173,0.248031,0.062992,0.003937,0.066082,0.021163,0.014253,0.000864,0.092437,0.222689,0.193277,0.491597,0.505882,0.031373,0.137255,0.000000,0.113725,0.007843,0.007843,0.196078
N20003611,0.120455,0.622727,0.256818,0.017949,0.130700,0.243736,0.152620,0.043280,0.031589,0.011043,0.007448,0.002311,0.063253,0.418675,0.246988,0.271084,0.494305,0.034169,0.241458,0.004556,0.120729,0.006834,0.013667,0.084282
N20003612,0.175978,0.614525,0.209497,0.027933,0.108939,0.251397,0.108939,0.061453,0.057612,0.015712,0.007565,0.002910,0.150160,0.354633,0.175719,0.319489,0.416201,0.103352,0.245810,0.013966,0.122905,0.013966,0.027933,0.055866
N20003613,0.099502,0.674129,0.226368,0.022959,0.118574,0.271605,0.153086,0.017284,0.068482,0.023941,0.016146,0.005011,0.079511,0.406728,0.266055,0.247706,0.486352,0.034739,0.200993,0.002481,0.215881,0.000000,0.007444,0.052109
N20003614,0.168467,0.634989,0.196544,0.042653,0.107874,0.258134,0.104121,0.041215,0.079821,0.025564,0.017216,0.001043,0.115044,0.448378,0.200590,0.235988,0.535792,0.052061,0.229935,0.002169,0.119306,0.004338,0.004338,0.052061
N20003615,0.120000,0.726154,0.153846,0.032308,0.107692,0.303077,0.160000,0.047692,0.069523,0.022265,0.014995,0.000909,0.211587,0.486146,0.173804,0.128463,0.497682,0.027821,0.202473,0.007728,0.170015,0.012365,0.030912,0.051005
N20003616,0.054098,0.711475,0.234426,0.008421,0.129094,0.296900,0.143556,0.047308,0.045724,0.038480,0.009054,0.001358,0.046154,0.268132,0.243956,0.441758,0.597064,0.032626,0.200653,0.003263,0.104405,0.004894,0.009788,0.047308
N20003617,0.065421,0.663551,0.271028,0.009083,0.109561,0.338028,0.093897,0.007042,0.055586,0.046780,0.011007,0.001651,0.032345,0.199461,0.177898,0.590296,0.609412,0.011765,0.181176,0.000000,0.136471,0.002353,0.016471,0.042353
N20003618,0.050575,0.643678,0.305747,0.002299,0.140230,0.275862,0.096552,0.036782,0.045548,0.038333,0.009019,0.001353,0.032419,0.276808,0.206983,0.483791,0.571101,0.018349,0.176606,0.009174,0.162844,0.006881,0.013761,0.041284
N20003619,0.149660,0.579592,0.270748,0.024490,0.127891,0.227211,0.102041,0.029932,0.055782,0.019501,0.013152,0.004082,0.158631,0.511664,0.181960,0.147745,0.478261,0.050272,0.211957,0.010870,0.131793,0.012228,0.021739,0.082880
N20003620,0.137119,0.620499,0.242382,0.019227,0.104549,0.285714,0.110957,0.026352,0.056029,0.019587,0.013210,0.004100,0.169903,0.370550,0.236246,0.223301,0.502080,0.038835,0.192788,0.001387,0.149792,0.015257,0.026352,0.073509
N20003621,0.118056,0.715278,0.166667,0.030296,0.144839,0.332564,0.159353,0.018476,0.047144,0.009429,0.001985,0.001489,0.509434,0.369811,0.071698,0.049057,0.339492,0.048499,0.284065,0.009238,0.145497,0.011547,0.078522,0.083141
N20003622,0.079002,0.746362,0.174636,0.037422,0.178794,0.278586,0.166320,0.049896,0.060184,0.006120,0.006460,0.000000,0.565714,0.331429,0.077143,0.025714,0.399586,0.057971,0.267081,0.012422,0.146998,0.008282,0.051760,0.055901
N20003623,0.126606,0.686239,0.187156,0.023853,0.174312,0.242202,0.170642,0.022018,0.060505,0.012101,0.002548,0.001911,0.472422,0.354916,0.117506,0.055156,0.388582,0.092081,0.237569,0.007366,0.134438,0.018416,0.057090,0.064457
N20003624,0.207641,0.491694,0.300664,0.066210,0.153924,0.126456,0.099834,0.023295,0.069237,0.013847,0.002915,0.002186,0.206827,0.361446,0.208835,0.222892,0.350084,0.093802,0.224456,0.016750,0.090452,0.021776,0.031826,0.170854
N20003625,0.077670,0.739806,0.182524,0.017709,0.138258,0.284333,0.179884,0.029014,0.089589,0.009111,0.009617,0.000000,0.474255,0.322493,0.121951,0.081301,0.469112,0.057915,0.216216,0.009653,0.142857,0.011583,0.069498,0.023166
N20003626,0.142308,0.698077,0.159615,0.038462,0.136538,0.257692,0.169231,0.050000,0.077038,0.003157,0.003789,0.000631,0.552147,0.325153,0.085890,0.036810,0.382692,0.073077,0.236538,0.028846,0.128846,0.011538,0.071154,0.067308
N20003627,0.123288,0.751142,0.125571,0.018742,0.148869,0.263636,0.238636,0.038636,0.048840,0.005009,0.005427,0.002087,0.443333,0.360000,0.106667,0.090000,0.386728,0.073227,0.244851,0.016018,0.146453,0.016018,0.052632,0.064073
N20003628,0.231373,0.572549,0.196078,0.040803,0.187480,0.192534,0.111984,0.023576,0.042950,0.004821,0.008327,0.000877,0.463215,0.318801,0.073569,0.144414,0.407843,0.123529,0.243137,0.017647,0.082353,0.027451,0.027451,0.070588
N20003629,0.131737,0.652695,0.215569,0.046079,0.144726,0.173307,0.233068,0.043825,0.045979,0.004716,0.005109,0.001965,0.509434,0.366577,0.072776,0.051213,0.385230,0.061876,0.267465,0.021956,0.139721,0.013972,0.057884,0.051896
N20003630,0.142574,0.657426,0.200000,0.053465,0.158416,0.170297,0.166337,0.059406,0.093749,0.003842,0.004611,0.000768,0.487179,0.364103,0.094872,0.053846,0.323413,0.077381,0.275794,0.025794,0.152778,0.013889,0.051587,0.079365
N20003631,0.196891,0.471503,0.331606,0.056266,0.182440,0.140625,0.083333,0.020833,0.037588,0.002924,0.003341,0.000418,0.185976,0.387195,0.192073,0.234756,0.311688,0.119481,0.280519,0.007792,0.109091,0.023377,0.051948,0.096104
N20003632,0.231304,0.438261,0.330435,0.030956,0.157773,0.141115,0.052265,0.005226,0.061726,0.006928,0.011967,0.001260,0.173913,0.422925,0.191700,0.211462,0.280000,0.139130,0.215652,0.024348,0.060870,0.019130,0.036522,0.224348
N20003633,0.100000,0.822222,0.077778,0.016667,0.166667,0.300000,0.155556,0.038889,0.136792,0.010639,0.012159,0.001520,0.145833,0.083333,0.208333,0.562500,0.561111,0.044444,0.188889,0.016667,0.100000,0.000000,0.000000,0.088889
N20003634,0.111111,0.673611,0.215278,0.014113,0.190932,0.193995,0.166282,0.062356,0.047792,0.004902,0.005310,0.002042,0.329154,0.373041,0.191223,0.106583,0.405530,0.034562,0.329493,0.002304,0.101382,0.018433,0.050691,0.057604
